Name,Url,Rating,Review_vol,Hotel_name,Address,Ranking,Description,Class,Language,Hotel_styles
94. The Peninsula Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d302040-Reviews-The_Peninsula_Hong_Kong-Hong_Kong.html#REVIEWS,4.5,2373,The Peninsula Hong Kong,"Salisbury Road Kowloon, Hong Kong China",#58 of 802 hotels in Hong Kong,"In December 1928, a legend of Asian hospitality was born – The Peninsula Hong Kong opened its doors. The hotel has an elegant and meticulously crafted design, and is considered a leader of the East defining luxury hospitality. Heralding elements of personalisation, the rooms accent simplicity and elegance with an aesthetic that melds the distinctive design touches and high-tech extras present in today’s luxury excursions. Extensive facilities include a 12,000-square-foot Peninsula Spa, eight award-winning restaurants and bars, a Roman-style swimming pool, and a Shopping Arcade consisting of international and local luxury brands. The Peninsula Hong Kong offers luxury transportation options, from a fleet of fourteen Rolls-Royce limousines to a customized helicopter, providing the ultimate in speed and style for our guests.
Read more",4.0 of 5 stars,"Chinese, Japanese","['', 'Classic', 'Charming']"
95. Marco Polo Hongkong Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d300840-Reviews-Marco_Polo_Hongkong_Hotel-Hong_Kong.html#REVIEWS,4.0,4141,Marco Polo Hongkong Hotel,"No.3 Canton Road, Harbour City, Tsim Sha Tsui, Kowloon, Hong Kong China",#150 of 802 hotels in Hong Kong,"Marco Polo Hongkong Hotel has recently completed a comprehensive hotel exterior upgrading programme, all rooms are now available to provide exemplary standard of service and ensuring high level of customer satisfaction. Overlooking the spectacular Victoria Harbour, the Marco Polo Hongkong Hotel is located along Canton Road in Tsim Sha Tsui, at the heart of the city’s busiest commercial, shopping and business hub. The Star Ferry and Hong Kong’s cruise terminal are at your footstep, while shopping is right next door with the hotel forming part of Harbour City – Hong Kong’s largest shopping complex. After an exciting day of sightseeing or business meetings, settle into one of the Marco Polo Hongkong Hotel’s 665 guestrooms and suites while staying connected via the complimentary Wi-Fi internet service.
Read more",5.0 of 5 stars,"English, Chinese, Japanese, Korean","['', 'Marina View', 'Harbor View']"
96. Conrad Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d305371-Reviews-Conrad_Hong_Kong-Hong_Kong.html#REVIEWS,4.5,4536,Conrad Hong Kong,"Pacific Place 88 Queensway, Hong Kong China",#57 of 802 hotels in Hong Kong,"Located in the heart of the city's business district, Conrad Hong Kong offers the luxury base for business and leisure travelers and direct access to major transportation network and entertainment areas. Occupying top 21 floors of the 61-storey building, its 513 guestrooms and suites command panoramic views stretching from The Peak to the Victoria Harbour and beyond. Executive rooms together with an exclusive Executive Lounge offer the ultimate in personalised services to guests who are looking for enhanced privacy and comfort. The self-contained hotel is home to 6 award-winning restaurants and bar, heated outdoor swimming pool, Jacuzzi, 24-hour Health Club, sauna and steam room.
Read more",5.0 of 5 stars,"English, French, Chinese, Filipino and 2 more","['', 'Mountain View', 'Great View']"
97. Attitude on Granville,https://www.tripadvisor.com/Hotel_Review-g294217-d11815694-Reviews-Attitude_on_Granville-Hong_Kong.html#REVIEWS,4.0,209,Attitude on Granville,"20 Granville Road, Tsim Sha Tsui, Kowloon, Hong Kong China",#116 of 802 hotels in Hong Kong,"Located in the hub of Tsim Sha Tsui, attitude features a wide variety of landmarks in the area ranging from the Star Avenue, Clock Tower, Canton Road, Cultural Museum, cross harbor ferry and even the famous big yellow floating duck. Offering guests a truly culturally rich lodging experience of Hong Kong.",3.0 of 5 stars,"English, Chinese","['', 'Trendy', 'Boutique']"
98. Metropark Hotel Mongkok,https://www.tripadvisor.com/Hotel_Review-g294217-d305806-Reviews-Metropark_Hotel_Mongkok-Hong_Kong.html#REVIEWS,4.5,2189,Metropark Hotel Mongkok,"No.22 Lai Chi Kok Road, Mong Kok, Kowloon, Hong Kong China",#60 of 802 hotels in Hong Kong,"All guestrooms and exterior of hotel has newly-renovated in 2016 and are equipped with spacious room and WiFi internet access. Metropark Hotel Mongkok is situated in an extremely convenient location providing easy access to the commercial and entertainment area and tourist attractions. There is only within one-minute walking distance to the Prince Edward MTR Station and Cross-Boundary Coach Terminal. Patronage can be traveling to and from the Hong Kong Airport directly by the Airport Bus A21. The Metropark Hotel Mongkok is nearby the Langham Place, MOKO Mall, Ladies Market, Goldfish Market and etc. The compact hotel is ideal for both business and leisure travelers to explore Hong Kong.
Read more",3.0 of 5 stars,"English, Chinese","['', 'Value']"
99. The Pottinger Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d6485790-Reviews-The_Pottinger_Hong_Kong-Hong_Kong.html#REVIEWS,4.5,729,The Pottinger Hong Kong,"74 Queen's Road Central (Hotel Main Entrance: 21 Stanley Street), Hong Kong China",#52 of 802 hotels in Hong Kong,"The Pottinger Hong Kong, winner of Asia's Best City Boutique Hotel Award 2014, is conveniently situated on the city's first historic cobbled street in Central, within walking distance of Central MTR Station, Airport Express and Lan Kwai Fong. The central business district location offers direct access to commerce, shopping and dining options. The hotel offers 68 exquisite guestrooms, including 'Pottinger Suite' and 6 cosy suites named after the streets in the neighbourhood. Rooms range from 23 to 68 square metres and provide free WIFI, home entertainment, Nespresso Coffee Machine and more. Guests enjoy East-meets-West hospitality in a vibrant neighbourhood that embraces the sheer charm of old Hong Kong with a modern luxury twist. The Pottinger Hong Kong is where modernity meets heritage. Completing the experience is to pamper yourself with visually-stunning cocktails at The Envoy, up French-Japanese specialties at Ta Vie, artisanal gelato and chocolates at Venchi. (Hotel Main Entrance: 21 Stanley Street, Central)
Read more",5.0 of 5 stars,"English, Chinese","['', 'Centrally Located', 'Trendy']"
"100. Dorsett Kwun Tong, Hong Kong",https://www.tripadvisor.com/Hotel_Review-g294217-d3251073-Reviews-Dorsett_Kwun_Tong_Hong_Kong-Hong_Kong.html#REVIEWS,4.5,615,"Dorsett Kwun Tong, Hong Kong","84 Hung To Road, Kwun Tong, Kowloon, Hong Kong China",#70 of 802 hotels in Hong Kong,"Dorsett Kwun Tong, Hong Kong is situated at the heart of Kowloon East, adjacent to Kwun Tong MTR station and surrounded by shopping malls. A brand new 4-star hotel offers 361 guestrooms complemented with 24-hour free WiFi and free shuttle bus service to shopping district. Business centre, health club, and outdoor swimming pool are temporary closed until further notice.",4.0 of 5 stars,"English, Chinese, Japanese","['', 'Modern', 'Trendy']"
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
101. Butterfly on LKF,https://www.tripadvisor.com/Hotel_Review-g294217-d15232433-Reviews-Butterfly_on_LKF-Hong_Kong.html#REVIEWS,4.5,235,Butterfly on LKF,"23 D'Aguilar Street, Central, Hong Kong China",#47 of 802 hotels in Hong Kong,"Welcome to the pulsing heart of the city - Central’s Lan Kwai Fong! Butterfly on LKF caters to both business & leisure travellers, offers 34 rooms with FREE Wi-Fi, multimedia docking station & branded amenities, also provides a portable “4G Pocket Wi-Fi Device” with unlimited data to fulfill traveller’s need for a seamless & connected travel.",3.0 of 5 stars,Chinese,"['', 'Boutique', 'Trendy']"
102. iclub To Kwa Wan Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d12361895-Reviews-Iclub_To_Kwa_Wan_Hotel-Hong_Kong.html#REVIEWS,4.0,472,iclub To Kwa Wan Hotel,"8 Ha Heung Road To Kwa Wan, Hong Kong China",#133 of 802 hotels in Hong Kong,,3.0 of 5 stars,"English, Chinese, Thai","['', 'Residential Neighborhood', 'City View']"
103. Dorsett Wanchai,https://www.tripadvisor.com/Hotel_Review-g294217-d483282-Reviews-Dorsett_Wanchai-Hong_Kong.html#REVIEWS,4.0,4229,Dorsett Wanchai,"387-397 Queen's Road East, Hong Kong 32441 China",#69 of 802 hotels in Hong Kong,"The award-winning 4.5-star green hotel Dorsett Wanchai, Hong Kong is located in the thriving business district of Wan Chai, with a mere 8-minutes’ walk from both Wan Chai and Causeway Bay MTR Stations. Most of the hotel’s 454 elegantly designed rooms overlook the iconic Happy Valley Racecourse, and selected room types accommodate up to 4 guests.
Hotel facilities include smart bottle-filling water stations on every guest floor, newly renovated gym room and self-service laundry, 3T Bar and Michelin-starred Chinese restaurant Guo Fu Lou. Enjoy our Foodpanda room service menu available until late hours, and vending machines fully-stocked with refreshments and daily necessities.
Read more",4.0 of 5 stars,"English, Chinese","['', 'Mid-range', 'City View']"
104. Gateway Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d1161242-Reviews-Gateway_Hotel-Hong_Kong.html#REVIEWS,4.5,1888,Gateway Hotel,"No.13 Canton Road, Harbour City, Tsim Sha Tsui, Kowloon, Hong Kong China",#110 of 802 hotels in Hong Kong,"Rising over Hong Kong's commercial and entertainment district of Kowloon is Gateway Hotel, a Marco Polo hotel. Housed in Harbour City – Hong Kong's largest shopping complex – Gateway Hotel, the ultimate in leisure accommodation and shopping experience. In September 2013, Gateway Hotel introduced a brand new 360-degree redesigned property that defined a totally innovative design concept. All 400 guestrooms and suites underwent the redesign, which won a Global Excellence award for Best Hotel by The International Interior Design Association in December 2012. Wi-Fi is complimentary throughout the entire hotel. Complimentary mini-bar service in every room will be replenished daily. The essential refreshments vital to enjoying the dazzling energy of Hong Kong will be restocked daily in the free mini-bar.Enjoy your journey in Hong Kong to the fullest with a handy, a complimentary smartphone for travellers with the power to keep guests totally connected while exploring the city.
Read more",4.0 of 5 stars,"English, Chinese","['', 'Centrally Located', 'Business']"
105. The Charterhouse Causeway Bay Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d305937-Reviews-The_Charterhouse_Causeway_Bay_Hotel-Hong_Kong.html#REVIEWS,3.5,901,The Charterhouse Causeway Bay Hotel,"No 209-219 Wanchai Road, Wanchai, Hong Kong China",#192 of 802 hotels in Hong Kong,"The Charterhouse Causeway Bay Hotel Hong Kong is an elegant hotel, conveniently located at the edge of Causeway Bay in Hong Kong Island. The Hong Kong Convention and Exhibition Centre and Causeway Bay MTR subway stations are within easy walking distance of the hotel. The majority of tourist attractions and business areas are easily accessible within 10 minutes drive. Considering the needs of our business visitors, our hotel shuttle will take you to Hong Kong Convention and exhibition Centre during trade fair and event periods in just a few minutes. For our visitors exploring different beauties of Hong Kong, splendid shopping malls like Times Square, Hysan Place and easy transportation system like Causeway Bay subway station are a few steps from our hotel which will never disappoint you. The Gazebo Restaurant, Champs Bar, Harry's Bar and Lounge and Fitness Room 23 hours a day provides you the relaxing places to enjoy your life and escape from the hustle and speed of the city of the day. Free Wifi is available at all guestrooms and public areas are even make your stay more pleasurable. In order to provide a healthy and smoke-free environment for global travelers, The Charterhouse Causeway Bay has been completely a smoke-free hotel to ensure our guests a pleasant stay.
Read more",3.0 of 5 stars,"English, Chinese, Japanese, Korean","['', 'Centrally Located']"
106. Y Loft (Youth Square),https://www.tripadvisor.com/Hotel_Review-g294217-d1676385-Reviews-Y_Loft_Youth_Square-Hong_Kong.html#REVIEWS,4.0,404,Y Loft (Youth Square),"12/F, Youth Square, No.238 Chai Wan Road Chai Wan, Hong Kong 000000 China",#4 of 145 hostels in Hong Kong,"Y Loft houses 148 rooms located in the Main Block and Hostel Block of Youth Square. Room selection includes Twin Rooms, as well as Twin Rooms With Balcony, Triple Rooms, House of Six, Duplex and Accessible Rooms. Equipped with full-service facilities like The Oasis, SkyTrack, common area, fitness centre and laundry marts, etc., Y Loft provides a perfect accommodation for budget travelers all over the world. It also offers concession rate to youth organization or youth activities held by non-profit organization or International Student Identity Card (ISIC) and International Youth Travel Card (IYTC) members. Y Loft has been awarded the Certificate of Excellence for three consecutive years in 2012 – 2014 and 2016 by TripAdvisor in recognition of its well-appointed facilities and the attentive service provided by staff. Y Loft further received a Bravo Badge and Certificate of Recognition from TripAdvisor and an online travel agent respectively, for delivering good levels of guest service and experience this year.
Read more",3.0 of 5 stars,"English, Chinese","['', 'Modern']"
107. Hotel Madera Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d2532186-Reviews-Hotel_Madera_Hong_Kong-Hong_Kong.html#REVIEWS,4.5,1396,Hotel Madera Hong Kong,"1 Cheong Lok Street, Jordan, Kowloon Kowloon, Hong Kong China",#61 of 802 hotels in Hong Kong,"Hotel Madera Hong Kong is the place to truly experience the city. Conveniently located in the heart of Jordan, the hotel is close to a host of tourist attractions and offers boundless shopping, dining, and entertainment.
All 88 luxurious hotel rooms have spectacular views of the city and all are lavishly appointed with the finest amenities. Here, your body, mind, and soul are rejuvenated in the caress of nature while you feel a sense of serenity.",4.0 of 5 stars,"English, Chinese","['', 'Trendy', 'Modern']"
108. The Emperor Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d13215104-Reviews-The_Emperor_Hotel-Hong_Kong.html#REVIEWS,4.0,195,The Emperor Hotel,"373 Queen's Road East, Wanchai, Hong Kong China",#188 of 802 hotels in Hong Kong,"Dashing yet pleasing, vibrant yet elegant - The Emperor Hotel in Wanchai on Hong Kong Island offers you the urban vibe but still, a truly home away from home with our upscale flair, amenities and services.",3.0 of 5 stars,"English, Chinese","['', 'Modern']"
109. Eco Tree Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d8826543-Reviews-Eco_Tree_Hotel_Hong_Kong-Hong_Kong.html#REVIEWS,4.0,321,Eco Tree Hotel Hong Kong,"No.156-160 Dex Voexu Road West, Hong Kong China",#147 of 802 hotels in Hong Kong,"ECO Tree Hotel offers 85 rooms and suites to provide guests with comfortable accommodation around the year at reasonable rates. Enjoy our value-added services. Our hotel is next to metro lines (MTR Sai Ying Pun MTR station A2 exit) and is in the heart of the city entertainment and business district. Besides, the city’s historic tram is next to the Eastern Street.",4.0 of 5 stars,"English, Chinese","['', 'Quiet', 'Family']"
110. Gloucester Luk Kwok Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d305852-Reviews-Gloucester_Luk_Kwok_Hong_Kong-Hong_Kong.html#REVIEWS,4.0,485,Gloucester Luk Kwok Hong Kong,"No.72 Gloucester Rd, Wanchai, Hong Kong China",#107 of 802 hotels in Hong Kong,"Gloucester Luk Kwok Hong Kong is a super-value hotel located in the heart of Wanchai business district which is within few minutes walk to reach the Hong Kong Convention & Exhibition Centre. With its close proximity to the MTR Wanchai Station, it brings guests every convenience to gain access to all parts of Hong Kong.",4.0 of 5 stars,"English, Chinese","['', 'Mid-range', 'Business']"
111. Regal Oriental Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d302180-Reviews-Regal_Oriental_Hotel-Hong_Kong.html#REVIEWS,3.5,1599,Regal Oriental Hotel,"No.30-38 Sa Po Road, Kowloon, Hong Kong China",#197 of 802 hotels in Hong Kong,"Regal Oriental Hotel will become a smoke-free hotel starting from 1st June 2019. The only international standard hotel in the Kowloon East area, the Regal Oriental Hotel offers great convenience and value-for-money accommodations. International travellers appreciate the hotel's proximity to major shopping complexes, industrial districts, and scenic and heritage spots. Local visitors like the Regal Orienal's location in Kowloon City, well known for its vibrant cultural and historical background. Likewise, the area abounds with restaurants offering fantastic culinary delights for all.",4.0 of 5 stars,"English, Chinese",['']
112. Wharney Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d302256-Reviews-Wharney_Hotel-Hong_Kong.html#REVIEWS,3.5,1349,Wharney Hotel,"57-73 Lockhart Road, Hong Kong China",#149 of 802 hotels in Hong Kong,"位於灣仔的準四星級酒店
1987年7月開業至今, 2020年完成全面翻新
粵海華美灣際酒店位於灣仔商業中心地段，由酒店步行前往灣仔港鐵站和香港會議展覽中心只需3分鐘及7分鐘，是商務人仕的最佳選擇。此外，本酒店一直為客人提供溫馨、舒適的住宿體驗。我們以最真誠的服務，為客人提供友善而貼心的服務為榮。我們真誠的期待您的光臨！",4.0 of 5 stars,"English, Chinese","['', 'Centrally Located', 'Mid-range']"
113. Best Western Plus Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d573158-Reviews-Best_Western_Plus_Hotel_Hong_Kong-Hong_Kong.html#REVIEWS,3.5,1371,Best Western Plus Hotel Hong Kong,"No.308 Des Voeux Road West, Hong Kong 32441 China",#205 of 802 hotels in Hong Kong,"BEST WESTERN PLUS Hotel Hong Kong is the first hotel in Hong Kong carrying BEST WESTERN hotel group’s superior brand PLUS. The hotel is well located at the Western District of the Island, a traditional real Hong Kong area with rapid evolution taking place. It is within a 5-minute walk to the nearest Hong Kong University MTR Station.",4.0 of 5 stars,"English, Chinese",['']
